case,num_nodes,num_sources,avg_degree,budget,gnn,random,max_degree_static,max_degree_dynamic
3.0,50.0,2.0,4.0,1.0,0.22,0.31,0.195,0.195
3.0,50.0,2.0,4.0,2.0,0.10500000000000001,0.175,0.14500000000000002,0.15
3.0,50.0,2.0,4.0,3.0,0.065,0.11,0.065,0.065
3.0,50.0,3.0,1.0,1.0,0.05333333333333333,0.08222222222222222,0.02666666666666667,0.060000000000000005
3.0,50.0,3.0,1.0,2.0,0.04666666666666667,0.06888888888888889,0.024444444444444446,0.04
3.0,50.0,3.0,1.0,3.0,0.051111111111111114,0.044444444444444446,0.02,0.02
3.0,50.0,3.0,2.0,1.0,0.21000000000000002,0.25,0.19,0.22999999999999998
3.0,50.0,3.0,2.0,2.0,0.16,0.2,0.09,0.1
3.0,50.0,3.0,2.0,3.0,0.09,0.11,0.05,0.08
3.0,50.0,3.0,3.0,1.0,0.10666666666666667,0.22999999999999998,0.15,0.16333333333333333
3.0,50.0,3.0,3.0,2.0,0.08,0.13999999999999999,0.13333333333333333,0.13333333333333333
3.0,50.0,3.0,3.0,3.0,0.06333333333333334,0.08333333333333333,0.09999999999999999,0.09999999999999999
3.0,50.0,3.0,4.0,1.0,0.165,0.33499999999999996,0.11499999999999999,0.11499999999999999
3.0,50.0,3.0,4.0,2.0,0.075,0.155,0.095,0.105
3.0,50.0,3.0,4.0,3.0,0.06,0.125,0.075,0.08499999999999999
